,online_order,book_table,rate,votes,location,rest_type,cuisines,cost,menu_item
37910,1,0,3.9,119,83,27,805,600.0,9062
37911,1,0,0.0,0,52,27,441,800.0,9062
37912,1,1,4.5,1418,12,28,814,1700.0,9062
37913,1,0,3.9,464,83,22,586,800.0,9062
37914,1,0,3.3,37,79,78,1892,350.0,9062
37915,1,0,3.7,160,15,27,979,700.0,9062
37916,1,0,4.0,55,8,27,1577,1500.0,9062
37917,1,1,4.3,509,51,28,893,1300.0,9062
37918,0,0,3.1,24,20,78,2455,150.0,9062
37919,1,0,2.6,72,4,78,2553,300.0,9062
37920,1,1,3.9,1937,52,27,2689,2100.0,9062
37921,1,0,3.5,21,27,78,55,500.0,9062
37922,1,0,3.4,8,83,78,814,300.0,9062
37923,1,0,4.1,398,15,27,855,600.0,9062
37924,1,1,4.1,456,12,27,1818,600.0,9062
37925,1,1,4.2,476,15,27,2003,1700.0,9062
37926,1,0,4.1,403,15,27,2144,750.0,9062
37927,1,1,3.9,1370,52,49,1818,2100.0,9062
37928,0,0,0.0,0,51,40,1192,500.0,9062
37929,0,0,0.0,0,51,39,1192,450.0,9062
37930,1,0,3.5,126,20,27,893,700.0,9062
37931,1,0,4.2,136,15,27,238,1500.0,9062
37932,1,1,4.2,176,13,27,2022,700.0,9062
37933,1,1,4.3,3492,51,77,1032,1700.0,9062
37934,1,0,0.0,0,70,39,1531,600.0,9062
37935,1,1,4.1,864,70,27,2437,1400.0,9062
37936,1,0,4.0,785,12,27,55,650.0,9062
37937,0,0,3.6,104,8,19,668,800.0,9062
37938,1,0,4.0,362,70,27,986,1000.0,9062
37939,1,0,2.9,17,12,78,1859,600.0,9062
37940,1,0,0.0,0,51,78,1779,600.0,9062
37941,0,0,3.3,5,51,0,260,350.0,9062
37942,1,0,3.3,204,15,27,821,600.0,9062
37943,1,1,4.0,457,15,27,979,1000.0,9062
37944,1,0,0.0,0,20,78,1254,200.0,9062
37945,1,0,4.3,909,83,27,1571,2000.0,9062
37946,1,0,3.7,50,54,27,2469,750.0,9062
37947,1,0,3.1,114,20,39,1892,500.0,9062
37948,1,1,4.2,2930,12,27,1519,1000.0,9062
37949,1,0,3.0,13,70,92,2664,400.0,9062
37950,1,1,4.4,719,71,27,1709,1000.0,9062
37951,1,1,4.2,856,12,27,2437,1400.0,9062
37952,1,0,0.0,0,70,92,343,250.0,9062
37953,1,1,4.2,354,71,27,2458,1200.0,9062
37954,1,1,4.0,379,15,27,1957,850.0,9062
37955,1,1,4.3,3150,52,27,2200,1500.0,9062
37956,1,0,0.0,0,14,14,2677,100.0,9062
37957,1,0,3.8,177,77,78,403,300.0,9062
37958,1,0,3.2,5,52,78,1892,450.0,9062
37959,1,1,4.4,219,81,27,2431,850.0,9062
37960,1,0,3.6,22,90,78,1818,350.0,9062
37961,1,0,3.6,70,77,27,2155,800.0,9062
37962,1,0,3.9,122,20,27,1066,1000.0,9062
37963,1,1,4.5,871,52,27,231,1800.0,9062
37964,1,0,3.4,7,52,92,1189,1600.0,9062
37965,1,0,0.0,0,83,78,15,600.0,9062
37966,1,0,4.0,141,32,27,2009,550.0,9062
37967,1,1,3.8,81,83,27,979,800.0,9062
37968,1,0,3.6,41,66,27,2043,1400.0,9062
37969,1,0,0.0,0,83,92,2079,500.0,9062
37970,1,0,3.4,48,83,78,1818,300.0,9062
37971,0,0,0.0,0,71,79,1314,150.0,9062
37972,1,0,2.1,253,27,39,2152,500.0,9062
37973,1,0,4.2,860,83,27,2681,1800.0,9062
37974,1,0,4.0,1103,83,27,1649,1300.0,9062
37975,1,0,3.2,7,90,78,403,300.0,9062
37976,0,0,4.3,1789,70,27,57,800.0,9062
37977,0,0,4.2,1363,71,27,487,700.0,9062
37978,0,0,4.3,72,70,19,759,400.0,9062
37979,0,0,3.1,38,20,78,330,300.0,9062
37980,0,0,3.8,32,71,78,521,350.0,9062
37981,0,0,3.8,31,15,78,2466,400.0,9062
37982,0,0,4.0,102,71,27,814,550.0,9062
37983,0,0,3.6,37,54,27,1818,600.0,9062
37984,1,0,3.7,34,90,65,74,300.0,9062
37985,0,0,3.0,108,52,27,2042,800.0,9062
37986,0,0,3.7,145,71,29,917,1000.0,9062
37987,1,0,3.5,9,14,40,1192,100.0,9062
37988,0,0,0.0,0,71,92,121,350.0,9062
37989,0,0,3.8,26,8,40,1192,350.0,9062
37990,0,0,0.0,0,71,78,1915,300.0,9062
37991,0,0,0.0,0,70,78,1818,450.0,9062
37992,0,0,0.0,0,54,78,2455,150.0,9062
37993,0,0,0.0,0,79,78,1859,300.0,9062
37994,0,0,3.1,16,28,27,2042,1100.0,9062
37995,0,0,2.9,46,78,27,2578,550.0,9062
37996,0,0,0.0,0,65,78,1892,200.0,9062
37997,0,0,2.8,38,83,39,1892,500.0,9062
37998,0,0,3.3,4,3,78,1818,300.0,9062
37999,0,0,3.4,7,70,78,2471,500.0,9062
38000,0,0,0.0,0,78,39,1571,900.0,9062
38001,0,0,3.5,58,66,27,989,900.0,9062
38002,0,0,0.0,0,78,92,461,250.0,9062
38003,0,0,3.3,13,86,27,2061,600.0,9062
38004,0,0,4.1,121,71,27,1892,600.0,9062
38005,0,0,3.3,6,14,19,577,400.0,9062
38006,1,0,4.1,118,71,27,1024,1000.0,9062
38007,1,0,3.5,47,90,27,2455,450.0,9062
38008,0,0,0.0,0,71,78,2070,300.0,9062
38009,0,0,0.0,0,20,78,1818,350.0,9062
38010,1,0,3.6,118,71,27,814,500.0,9062
38011,1,0,3.9,158,28,27,984,1300.0,9062
38012,1,0,3.7,46,66,27,2455,1000.0,9062
38013,0,0,3.3,4,71,78,1818,200.0,9062
38014,0,0,3.3,5,20,78,1295,250.0,9062
38015,1,0,3.6,16,47,39,1818,300.0,9062
38016,1,1,3.8,203,71,27,1982,1200.0,9062
38017,1,0,0.0,0,79,78,2620,150.0,9062
38018,1,0,4.0,32,8,78,1471,300.0,9062
38019,1,1,4.0,190,79,28,2126,1300.0,9062
38020,1,0,3.2,5,54,78,2455,300.0,9062
38021,1,0,3.7,110,79,27,1789,700.0,9062
38022,1,0,3.8,169,78,78,2200,250.0,9062
38023,1,0,0.0,0,78,78,2495,300.0,9062
38024,1,0,3.6,79,70,78,2466,500.0,9062
38025,1,0,3.8,36,4,40,1225,200.0,9062
38026,0,0,3.3,11,8,78,2623,200.0,9062
38027,0,1,4.3,2698,8,10,1127,1300.0,9062
38028,0,1,4.1,101,70,73,1057,1000.0,9062
38029,0,0,3.9,234,50,10,1552,1000.0,9062
38030,1,0,3.3,4,13,92,1452,200.0,9062
38031,1,0,3.9,86,66,10,1132,1500.0,9062
38032,0,0,0.0,0,20,78,461,300.0,9062
38033,0,0,3.6,24,86,78,2553,300.0,9062
38034,1,0,3.5,25,86,27,1892,450.0,9062
38035,0,0,0.0,0,83,78,445,300.0,9062
38036,1,0,0.0,0,90,78,1818,400.0,9062
38037,1,1,4.2,508,78,27,1769,800.0,9062
38038,0,0,4.5,3589,81,19,584,900.0,9062
38039,1,1,4.4,721,52,29,11,1700.0,9062
38040,0,1,4.4,2275,86,27,27,1100.0,9062
38041,0,1,4.3,531,78,27,1571,1400.0,9062
38042,0,0,4.3,1189,70,27,814,550.0,9062
38043,0,0,4.4,1912,70,40,1498,400.0,9062
38044,0,0,4.1,491,66,27,2547,600.0,9062
38045,0,0,0.0,0,8,0,260,400.0,9062
38046,0,0,4.3,164,83,19,785,750.0,9062
38047,0,0,4.1,362,71,78,1859,400.0,9062
38048,0,0,4.3,792,12,22,731,900.0,9062
38049,0,0,3.9,84,12,78,814,500.0,9062
38050,0,0,4.1,787,70,27,2142,800.0,9062
38051,0,0,4.0,1460,52,43,1214,450.0,9062
38052,0,0,4.3,539,12,27,1815,800.0,9062
38053,0,0,4.3,185,12,40,1217,500.0,9062
38054,1,0,4.3,1135,28,19,708,800.0,9062
38055,1,0,4.0,101,81,78,1587,150.0,9062
38056,0,0,3.9,58,14,92,271,1200.0,9062
38057,0,0,4.2,620,8,19,622,500.0,9062
38058,0,0,2.7,77,52,78,1946,500.0,9062
38059,0,0,3.2,22,78,27,2484,450.0,9062
38060,0,0,3.8,30,15,14,356,400.0,9062
38061,0,0,3.8,136,54,27,1892,650.0,9062
38062,1,0,0.0,0,14,43,1204,600.0,9062
38063,0,0,3.6,23,8,0,260,200.0,9062
38064,0,0,3.4,22,13,27,176,500.0,9062
38065,0,0,3.8,24,8,78,2660,200.0,9062
38066,0,0,4.0,54,15,78,1737,400.0,9062
38067,0,0,3.9,82,54,27,972,450.0,9062
38068,0,0,0.0,0,54,78,2455,200.0,9062
38069,0,0,0.0,0,54,78,2455,200.0,9062
38070,0,0,3.7,95,12,78,1254,500.0,9062
38071,0,0,3.4,14,71,0,260,200.0,9062
38072,0,0,3.7,62,15,78,1254,200.0,9062
38073,0,0,3.6,35,15,27,2152,700.0,9062
38074,0,0,3.9,135,81,27,1537,800.0,9062
38075,0,0,0.0,0,70,92,2306,600.0,9062
38076,0,0,3.5,7,54,40,1192,200.0,9062
38077,0,0,3.6,8,8,78,1042,800.0,9062
38078,0,0,3.3,6,81,27,2466,450.0,9062
38079,0,0,0.0,0,13,92,2358,150.0,9062
38080,0,0,3.3,5,78,78,2455,300.0,9062
38081,0,0,0.0,0,4,78,1875,300.0,9062
38082,0,0,3.1,7,71,78,2553,300.0,9062
38083,0,0,3.7,16,52,19,577,250.0,9062
38084,0,0,3.9,122,8,27,1574,500.0,9062
38085,0,0,3.9,31,8,59,871,300.0,9062
38086,1,0,3.4,12,86,78,2147,650.0,9062
38087,0,0,3.2,6,54,78,403,300.0,9062
38088,0,0,3.5,12,13,78,475,350.0,9062
38089,0,0,0.0,0,14,14,352,150.0,9062
38090,0,0,3.3,9,78,78,403,300.0,9062
38091,0,0,3.0,31,52,27,1892,1000.0,9062
38092,0,0,2.8,46,8,19,663,700.0,9062
38093,0,1,3.9,158,15,27,2261,1100.0,9062
38094,0,0,0.0,0,52,78,461,250.0,9062
38095,0,0,4.0,209,70,27,893,500.0,9062
38096,0,0,4.2,222,81,40,1491,200.0,9062
38097,0,0,3.1,23,52,78,2626,300.0,9062
38098,0,0,3.4,7,78,27,1818,600.0,9062
38099,0,0,3.9,66,8,40,1489,200.0,9062
38100,0,0,0.0,0,71,78,2070,300.0,9062
38101,0,0,0.0,0,78,78,2009,300.0,9062
38102,0,0,0.0,0,8,78,863,300.0,9062
38103,0,0,0.0,0,54,78,2455,150.0,9062
38104,0,0,0.0,0,79,78,2553,350.0,9062
38105,0,0,0.0,0,52,78,1380,150.0,9062
38106,0,0,0.0,0,49,78,2218,400.0,9062
38107,0,0,3.3,13,71,27,1892,600.0,9062
38108,0,0,3.9,42,8,27,998,500.0,9062
38109,0,0,3.1,17,79,27,1805,550.0,9062
38110,0,0,4.1,399,79,78,1854,300.0,9062
38111,0,0,0.0,0,14,6,271,400.0,9062
38112,0,0,0.0,0,54,78,1859,300.0,9062
38113,0,0,0.0,0,8,92,1194,300.0,9062
38114,0,0,0.0,0,79,78,403,250.0,9062
38115,0,0,0.0,0,52,78,2641,300.0,9062
38116,0,0,0.0,0,71,92,2374,500.0,9062
38117,0,0,0.0,0,0,39,213,400.0,9062
38118,0,0,0.0,0,79,78,2079,600.0,9062
38119,0,0,0.0,0,79,92,181,300.0,9062
38120,0,0,0.0,0,78,78,1915,300.0,9062
38121,0,0,0.0,0,13,78,2181,300.0,9062
38122,0,0,0.0,0,90,92,260,500.0,9062
38123,0,0,0.0,0,54,92,2645,200.0,9062
38124,0,0,0.0,0,52,78,2491,350.0,9062
38125,0,0,0.0,0,52,92,920,500.0,9062
38126,1,0,0.0,0,87,14,352,300.0,9062
38127,0,0,3.2,4,15,27,97,600.0,9062
38128,0,0,3.8,26,71,41,1194,500.0,9062
38129,0,0,3.6,18,78,14,356,200.0,9062
38130,0,0,0.0,0,71,78,1176,400.0,9062
38131,0,0,3.2,9,14,27,1818,450.0,9062
38132,0,0,3.6,7,52,26,706,200.0,9062
38133,0,0,0.0,0,8,6,281,300.0,9062
38134,0,0,0.0,0,71,78,461,150.0,9062
38135,0,0,3.4,8,8,78,1818,450.0,9062
38136,0,0,3.4,10,52,78,1915,350.0,9062
38137,0,0,0.0,0,70,40,1192,250.0,9062
38138,0,0,3.1,6,78,78,461,250.0,9062
38139,0,0,0.0,0,52,78,2600,150.0,9062
38140,0,0,3.6,14,79,78,2455,250.0,9062
38141,0,0,0.0,0,8,78,874,400.0,9062
38142,0,0,3.6,15,11,58,1307,350.0,9062
38143,0,0,0.0,0,8,14,1580,100.0,9062
38144,0,0,3.7,16,71,92,2200,300.0,9062
38145,0,0,3.8,33,78,39,271,350.0,9062
38146,0,0,3.5,8,8,78,1664,400.0,9062
38147,0,0,3.0,25,86,78,1892,400.0,9062
38148,0,0,3.5,19,54,3,260,150.0,9062
38149,0,0,3.6,16,86,78,2455,100.0,9062
38150,0,0,3.2,6,54,27,1982,450.0,9062
38151,0,0,3.6,32,86,78,1799,400.0,9062
38152,1,0,0.0,0,12,78,814,200.0,9062
38153,0,0,0.0,0,14,78,1818,300.0,9062
38154,0,0,3.3,9,70,19,577,400.0,9062
38155,0,0,3.4,8,71,78,1892,350.0,9062
38156,0,0,3.8,41,70,78,343,100.0,9062
38157,0,0,3.4,27,52,78,2137,300.0,9062
38158,0,0,3.6,15,52,78,1818,350.0,9062
38159,0,0,0.0,0,14,78,814,500.0,9062
38160,0,0,0.0,0,13,14,1580,150.0,9062
38161,0,0,0.0,0,71,78,1254,100.0,9062
38162,0,0,0.0,0,78,92,1779,600.0,9062
38163,0,0,3.0,10,8,53,2553,200.0,9062
38164,0,0,0.0,0,79,92,271,350.0,9062
38165,0,0,0.0,0,78,92,1818,200.0,9062
38166,0,0,0.0,0,71,78,2484,300.0,9062
38167,1,0,0.0,0,21,92,716,200.0,9062
38168,0,0,0.0,0,90,39,260,700.0,9062
38169,0,0,0.0,0,14,27,2280,700.0,9062
38170,0,0,0.0,0,86,39,2455,300.0,9062
38171,0,0,0.0,0,86,78,920,250.0,9062
38172,1,0,3.2,5,14,78,1641,300.0,9062
38173,0,0,0.0,0,86,78,2495,200.0,9062
38174,0,0,0.0,0,54,78,2455,150.0,9062
38175,0,0,0.0,0,8,40,1217,150.0,9062
38176,0,0,3.0,53,12,78,2568,250.0,9062
38177,1,0,3.4,33,78,27,2006,550.0,9062
38178,0,0,2.6,26,70,78,881,400.0,9062
38179,0,0,3.3,33,81,78,1388,300.0,9062
38180,0,0,0.0,0,52,27,2553,800.0,9062
38181,0,0,0.0,0,89,78,1381,100.0,9062
38182,0,0,0.0,0,8,53,2495,250.0,9062
38183,0,0,0.0,0,79,78,1818,100.0,9062
38184,0,0,0.0,0,54,91,2455,300.0,9062
38185,1,0,0.0,0,78,40,1217,300.0,9062
38186,0,0,3.9,435,20,27,1798,550.0,9062
38187,0,0,3.2,13,86,78,2484,200.0,9062
38188,0,0,3.4,5,8,59,2660,150.0,9062
38189,1,0,3.6,31,13,27,2560,400.0,9062
38190,0,0,3.2,7,79,78,1892,200.0,9062
38191,0,0,3.2,4,83,78,2484,400.0,9062
38192,1,0,3.0,20,8,78,1633,400.0,9062
38193,0,0,3.4,8,65,78,2553,400.0,9062
38194,1,0,3.0,96,20,92,1168,650.0,9062
38195,0,0,3.6,33,13,27,2553,500.0,9062
38196,0,0,3.7,68,8,27,2547,500.0,9062
38197,0,0,3.1,32,8,78,1658,200.0,9062
38198,1,0,2.8,20,8,27,1892,550.0,9062
38199,1,0,2.9,48,83,6,279,400.0,9062
38200,0,0,3.7,28,77,27,1837,1000.0,9062
38201,0,0,0.0,0,79,78,1859,200.0,9062
38202,0,0,0.0,0,79,78,1915,300.0,9062
38203,0,0,0.0,0,79,78,1818,150.0,9062
38204,0,0,3.5,8,20,40,1217,200.0,9062
38205,0,0,3.1,7,8,78,1818,150.0,9062
38206,0,0,3.7,24,71,78,481,500.0,9062
38207,1,0,3.5,17,70,40,1192,300.0,9062
38208,0,0,0.0,0,20,78,1606,150.0,9062
38209,0,0,3.2,4,79,78,2455,200.0,9062
38210,0,0,3.1,9,20,78,2455,100.0,9062
38211,1,0,0.0,0,78,92,2200,250.0,9062
38212,1,0,3.2,6,47,39,814,300.0,9062
38213,0,0,0.0,0,70,27,2466,600.0,9062
38214,0,0,0.0,0,83,92,2547,300.0,9062
38215,1,0,3.4,7,54,27,1818,700.0,9062
38216,0,0,3.5,140,12,27,1818,600.0,9062
38217,0,0,3.3,11,8,78,2566,400.0,9062
38218,1,1,3.8,91,15,27,2227,1800.0,9062
38219,1,1,4.3,1052,51,27,1534,1600.0,9062
38220,1,1,3.8,200,52,27,1535,1600.0,9062
38221,1,0,4.4,1106,51,2,268,600.0,1576
38222,0,0,4.3,526,51,2,2375,1400.0,9062
38223,1,0,4.4,69,51,78,1217,300.0,5508
38224,0,0,4.5,291,51,40,1496,400.0,9062
38225,1,0,4.2,231,51,3,294,300.0,6193
38226,0,0,3.5,19,51,38,1192,1000.0,9062
38227,0,0,3.9,91,51,16,1203,400.0,9062
38228,0,0,3.7,23,51,0,260,250.0,9062
38229,1,0,4.1,184,51,40,1192,550.0,886
38230,0,0,0.0,0,51,40,1192,500.0,9062
38231,0,0,0.0,0,51,39,1192,450.0,9062
38232,0,0,3.3,5,51,0,260,350.0,9062
38233,1,1,4.2,508,78,27,1769,800.0,7026
38234,1,1,4.2,2854,70,29,1568,800.0,5888
38235,0,1,4.3,476,70,69,1761,2000.0,9062
38236,0,1,4.1,1769,12,19,647,1000.0,9062
38237,1,0,4.0,1084,8,82,1207,550.0,51
38238,0,0,4.4,1912,70,40,1498,400.0,9062
38239,0,0,4.5,236,71,40,1218,1250.0,9062
38240,1,0,4.9,1749,8,40,1192,400.0,4202
38241,0,0,0.0,0,8,0,260,400.0,9062
38242,0,0,3.4,225,14,78,2646,300.0,9062
38243,1,1,4.1,60,52,19,722,800.0,6672
38244,1,0,4.1,45,12,40,1217,300.0,5536
38245,1,0,4.1,117,71,19,250,700.0,9062
38246,0,0,4.0,1460,52,43,1214,450.0,9062
38247,0,0,4.3,185,12,40,1217,500.0,9062
38248,0,0,4.0,27,8,19,577,450.0,9062
38249,1,1,4.1,300,71,27,1432,1000.0,830
38250,1,0,4.1,118,52,20,598,500.0,735
38251,1,0,4.5,221,8,53,1198,450.0,5402
38252,1,0,0.0,0,14,43,1204,600.0,3054
38253,0,0,3.6,53,71,6,281,300.0,9062
38254,1,0,4.1,79,14,80,1359,350.0,7537
38255,1,0,4.3,120,81,40,1217,400.0,8012
38256,0,0,4.0,79,52,40,1192,800.0,9062
38257,0,0,4.0,185,14,78,1749,400.0,9062
38258,1,0,3.9,87,70,46,1199,400.0,2936
38259,0,0,3.6,23,8,0,260,200.0,9062
38260,1,0,3.9,65,8,79,1261,250.0,6137
38261,1,0,3.9,148,8,53,272,450.0,5274
38262,1,0,3.5,9,14,40,1192,100.0,9062
38263,1,0,3.7,19,28,14,354,400.0,7163
38264,0,0,3.7,14,71,6,281,300.0,9062
38265,0,0,0.0,0,52,6,281,400.0,9062
38266,1,0,3.8,59,14,88,1342,300.0,536
38267,0,0,3.4,14,71,0,260,200.0,9062
38268,1,0,3.5,33,78,6,260,400.0,3479
38269,0,0,4.0,100,70,40,1496,150.0,9062
38270,1,0,3.9,58,52,40,1192,600.0,8981
38271,0,0,3.9,36,14,88,1756,150.0,9062
38272,1,0,3.9,61,78,14,355,150.0,5746
38273,1,0,4.0,68,12,40,1192,250.0,4010
38274,0,0,3.6,37,79,78,2602,250.0,9062
38275,1,0,4.2,132,8,40,1489,180.0,5239
38276,1,0,3.9,103,8,90,1756,400.0,6185
38277,0,0,3.3,5,78,6,262,250.0,9062
38278,0,0,0.0,0,52,5,271,300.0,9062
38279,1,0,3.5,9,8,0,281,500.0,5368
38280,0,0,3.6,15,79,0,260,100.0,9062
38281,1,0,3.4,36,8,0,260,150.0,378
38282,1,0,4.0,122,12,17,356,500.0,9062
38283,1,0,3.5,36,12,40,1496,250.0,1075
38284,0,0,3.5,14,71,78,1213,250.0,9062
38285,0,0,0.0,0,79,88,1743,200.0,9062
38286,0,0,4.2,222,81,40,1491,200.0,9062
38287,1,0,4.0,47,71,40,1198,300.0,1351
38288,1,0,3.5,17,70,40,1192,300.0,4187
38289,0,0,3.5,22,78,0,260,200.0,9062
38290,0,0,3.4,7,78,27,1818,600.0,9062
38291,0,0,3.8,26,8,40,1192,350.0,9062
38292,0,0,3.9,66,8,40,1489,200.0,9062
38293,1,0,3.0,40,8,40,1490,200.0,2830
38294,1,0,3.7,17,8,14,367,200.0,3590
38295,1,0,0.0,0,79,40,1489,200.0,8172
38296,1,0,3.2,6,79,20,598,400.0,8148
38297,0,0,3.4,6,14,88,1756,150.0,9062
38298,0,0,3.7,17,52,40,1192,200.0,9062
38299,0,0,3.7,17,8,40,1192,150.0,9062
38300,0,0,3.3,4,71,88,1744,300.0,9062
38301,0,0,0.0,0,79,78,2636,200.0,9062
38302,0,0,0.0,0,14,6,271,400.0,9062
38303,0,0,0.0,0,8,92,1194,300.0,9062
38304,0,0,3.3,4,78,91,271,500.0,9062
38305,0,0,0.0,0,78,1,260,200.0,9062
38306,0,0,0.0,0,71,92,2374,500.0,9062
38307,1,0,0.0,0,78,40,1217,300.0,9062
38308,0,0,0.0,0,8,40,1489,400.0,9062
38309,0,0,0.0,0,71,79,1314,150.0,9062
38310,0,0,3.8,26,71,41,1194,500.0,9062
38311,0,0,3.3,11,14,78,2646,150.0,9062
38312,0,0,3.5,10,14,40,260,100.0,9062
38313,0,0,3.5,6,70,40,260,500.0,9062
38314,0,0,0.0,0,8,6,281,300.0,9062
38315,0,0,0.0,0,70,38,1192,400.0,9062
38316,0,0,3.2,7,14,6,260,300.0,9062
38317,0,0,0.0,0,70,40,1192,250.0,9062
38318,0,0,3.8,33,78,39,271,350.0,9062
38319,0,0,3.4,27,52,78,2137,300.0,9062
38320,0,0,0.0,0,14,0,262,300.0,9062
38321,0,0,3.2,6,52,88,1758,300.0,9062
38322,0,0,0.0,0,28,40,1496,450.0,9062
38323,0,0,0.0,0,66,19,706,900.0,9062
38324,0,0,0.0,0,8,40,1217,150.0,9062
38325,1,0,4.0,93,8,40,1192,300.0,370
38326,1,0,4.0,49,70,39,271,500.0,2873
38327,1,0,3.7,75,70,40,1198,350.0,881
38328,0,0,3.9,50,70,40,260,600.0,9062
38329,1,0,4.1,129,52,29,1051,900.0,9062
38330,0,0,3.6,12,66,19,800,800.0,9062
38331,0,0,0.0,0,71,19,662,800.0,9062
38332,1,1,4.7,4811,15,75,2295,1300.0,4954
38333,0,0,4.0,31,86,23,698,1100.0,9062
38334,1,0,4.3,657,15,23,696,750.0,8972
38335,1,0,4.2,443,83,20,762,700.0,779
38336,0,0,3.7,24,54,90,1749,100.0,9062
38337,1,0,4.1,257,86,19,666,500.0,8580
38338,1,0,4.1,33,15,40,1192,400.0,7451
38339,1,0,4.0,122,54,78,1756,200.0,9062
38340,0,0,3.5,7,54,40,1192,200.0,9062
38341,0,0,3.8,31,54,88,1743,150.0,9062
38342,0,1,3.8,25,83,19,775,2200.0,9062
38343,1,0,4.2,34,15,40,1213,300.0,9062
38344,0,0,3.7,15,54,88,1756,250.0,9062
38345,1,0,2.9,48,83,6,279,400.0,9031
38346,0,0,0.0,0,90,78,262,150.0,9062
38347,0,0,0.0,0,90,88,1743,300.0,9062
38348,0,0,3.6,16,15,0,260,600.0,9062
38349,0,0,3.2,5,20,0,271,250.0,9062
38350,0,0,3.5,19,54,3,260,150.0,9062
38351,0,0,0.0,0,13,88,1743,150.0,9062
38352,0,0,0.0,0,83,19,701,1000.0,9062
38353,0,1,4.4,2133,51,49,2054,2200.0,9062
38354,0,1,4.3,766,51,52,2191,3000.0,9062
38355,0,1,4.4,184,51,28,1571,1800.0,9062
38356,0,1,4.2,3130,51,60,1007,2500.0,9062
38357,0,1,4.4,885,51,49,220,3000.0,9062
38358,1,1,4.4,2239,51,51,1572,3000.0,6078
38359,0,0,4.4,2421,51,32,1761,1500.0,9062
38360,0,1,4.4,2052,51,28,1454,1200.0,9062
38361,1,1,4.4,3702,51,30,2305,1300.0,8905
38362,0,1,4.1,1339,51,28,1246,2100.0,9062
38363,1,1,4.3,3492,51,77,1032,1700.0,9062
38364,1,0,4.6,2513,51,27,1245,1600.0,4626
38365,0,0,4.3,1043,51,60,1741,1500.0,9062
38366,0,1,4.6,1438,51,49,2612,2200.0,9062
38367,1,1,4.3,772,51,27,2347,1400.0,9062
38368,1,1,4.4,1849,51,27,1567,1500.0,5583
38369,0,1,4.4,131,51,28,1934,1000.0,9062
38370,0,1,4.2,337,51,28,2141,1000.0,9062
38371,0,0,4.3,461,51,32,256,1500.0,9062
38372,0,1,4.2,2079,51,27,1243,1500.0,9062
38373,0,0,4.3,696,51,27,2684,1500.0,9062
38374,1,1,4.3,509,51,28,893,1300.0,9062
38375,0,0,4.1,1545,51,73,1183,1200.0,9062
38376,1,1,4.3,1052,51,27,1534,1600.0,7473
38377,1,0,4.2,121,51,28,1814,1000.0,9062
38378,0,0,4.1,388,51,19,577,1100.0,9062
38379,0,0,3.9,156,51,27,1941,600.0,9062
38380,0,1,3.7,93,51,20,602,1000.0,9062
38381,0,0,4.1,104,51,26,750,1200.0,9062
38382,0,0,3.1,122,51,28,2042,1200.0,9062
38383,0,0,3.5,56,51,28,227,1800.0,9062
38384,0,0,3.9,73,51,60,2610,2500.0,9062
38385,0,0,0.0,0,51,8,32,1000.0,9062
38386,0,0,3.8,216,51,27,1526,2000.0,9062
38387,0,0,3.8,34,51,27,1717,1700.0,9062
38388,1,0,4.4,1106,51,2,268,600.0,1577
38389,1,0,4.0,869,51,78,2590,400.0,1173
38390,0,0,3.2,57,51,78,2433,350.0,9062
38391,1,0,3.9,107,51,78,1470,500.0,1497
38392,1,0,0.0,0,51,78,1779,600.0,2425
38393,0,1,4.4,4605,52,60,229,1700.0,9062
38394,0,1,4.6,2211,71,27,1726,1800.0,9062
38395,1,1,4.2,4748,12,27,1909,1500.0,9062
38396,0,0,4.6,3998,70,69,1033,1500.0,9062
38397,1,1,4.3,3150,52,27,2200,1500.0,9062
38398,0,1,4.5,8402,8,77,15,2000.0,9062
38399,0,0,4.3,1789,70,27,57,800.0,9062
38400,0,1,4.6,2369,52,49,822,2800.0,9062
38401,0,0,4.2,1363,71,27,487,700.0,9062
38402,0,0,4.6,2289,12,19,778,1100.0,9062
38403,0,0,4.5,1597,8,28,2455,1500.0,9062
38404,1,1,3.9,1937,52,27,2689,2100.0,9062
38405,0,1,4.3,343,8,69,210,1500.0,9062
38406,1,1,4.1,2144,8,36,848,2000.0,6552
38407,0,0,4.6,986,52,49,2680,3000.0,9062
38408,0,1,4.5,5281,81,28,5,2500.0,9062
38409,0,1,4.5,681,70,49,1704,3500.0,9062
38410,1,1,4.5,1238,81,28,218,1700.0,9062
38411,0,1,4.3,2230,70,70,1094,1700.0,9062
38412,1,0,4.3,7568,12,60,44,1500.0,2708
38413,1,1,4.4,1124,12,28,339,1200.0,9062
38414,0,1,4.6,1091,71,27,1237,1500.0,9062
38415,0,0,4.2,634,81,76,1064,1300.0,9062
38416,1,1,4.2,2720,52,19,670,1200.0,685
38417,0,0,3.9,2328,81,27,2555,700.0,9062
38418,1,1,4.2,508,78,27,1769,800.0,7026
38419,0,1,4.1,2049,28,27,2141,1600.0,9062
38420,0,1,4.2,187,12,27,2533,1000.0,9062
38421,0,1,4.2,1452,52,76,1060,1500.0,9062
38422,1,1,4.2,2854,70,29,1568,800.0,5888
38423,0,1,4.3,476,70,69,1761,2000.0,9062
38424,1,1,4.3,2047,52,27,2618,1500.0,722
38425,0,1,4.3,605,28,28,221,2500.0,9062
38426,1,1,3.9,1370,52,49,1818,2100.0,9062
